,titles,images,ratings,prices,product_urls
123,"realme P1 5G (Phoenix Red, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/0/-original-imahyuhfg2z4fvyh.jpeg?q=70,4.4,"₹15,999",https://flipkart.com/realme-p1-5g-phoenix-red-128-gb/p/itmae4447062b5b5?pid=MOBGZSU4BBYYMSEV&lid=LSTMOBGZSU4BBYYMSEVEEHYG2&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_98&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGZSU4BBYYMSEV.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
124,"POCO M6 5G (Orion Blue, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/2/n/-original-imah4hfzgzghq5up.jpeg?q=70,4.3,"₹9,999",https://flipkart.com/poco-m6-5g-orion-blue-128-gb/p/itmfe2d9e94498f8?pid=MOBGW9FEVTYQKK6M&lid=LSTMOBGW9FEVTYQKK6MGKMRFM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_99&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGW9FEVTYQKK6M.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
125,"realme P1 5G (Phoenix Red, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/0/-original-imahyuhfg2z4fvyh.jpeg?q=70,4.4,"₹18,999",https://flipkart.com/realme-p1-5g-phoenix-red-256-gb/p/itmae4447062b5b5?pid=MOBGYQ6BTTCWZYYD&lid=LSTMOBGYQ6BTTCWZYYD9LV1JO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_100&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGYQ6BTTCWZYYD.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
126,"POCO M6 5G (Galactic Black, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/w/0/-original-imah4gzvykvn3hbh.jpeg?q=70,4.3,"₹9,999",https://flipkart.com/poco-m6-5g-galactic-black-128-gb/p/itmb18dc9ee625cf?pid=MOBGW9FEZKAV8QCZ&lid=LSTMOBGW9FEZKAV8QCZRRZJWH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_101&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGW9FEZKAV8QCZ.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
127,"SAMSUNG Galaxy S23 FE (Graphite, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/k/h/-original-imah5ywff9rr76zh.jpeg?q=70,4.3,"₹32,999",https://flipkart.com/samsung-galaxy-s23-fe-graphite-256-gb/p/itm3dd39c0d1ec9c?pid=MOBGVTA2GWPSR57X&lid=LSTMOBGVTA2GWPSR57XIIBGXC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_102&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGVTA2GWPSR57X.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
128,"REDMI 13C (Starfrost White, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/f/a/-original-imahfk4xp4xcggyt.jpeg?q=70,4.2,"₹8,499",https://flipkart.com/redmi-13c-starfrost-white-128-gb/p/itm77877eab8617d?pid=MOBGWV9ERZ8YACPA&lid=LSTMOBGWV9ERZ8YACPA7PIG0S&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_103&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGWV9ERZ8YACPA.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
129,"Infinix Note 40 Pro 5G (Gold, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/c/2/-original-imahfsy9xyk5fujz.jpeg?q=70,4.2,"₹17,999",https://flipkart.com/infinix-note-40-pro-5g-gold-256-gb/p/itmabf2f4763835d?pid=MOBGZCBWJ36YUPPF&lid=LSTMOBGZCBWJ36YUPPF06LOZW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_104&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGZCBWJ36YUPPF.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
130,"POCO C61 (Mystical Green, 64 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/g/r/-original-imagzcfjsdxtrnnz.jpeg?q=70,4.1,"₹6,299",https://flipkart.com/poco-c61-mystical-green-64-gb/p/itma4390cc3463bb?pid=MOBGYQ6BRR2CNWZB&lid=LSTMOBGYQ6BRR2CNWZBPN1IAB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_105&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGYQ6BRR2CNWZB.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
131,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/p/d/nord-ce-3-lite-5g-cph2467-oneplus-original-imah4ehbgmz4qzhz.jpeg?q=70,4.4,"₹17,340",https://flipkart.com/oneplus-nord-ce-3-lite-5g-pastel-lime-128-gb/p/itm2cd5a4e659035?pid=MOBGZJ3WM5SGTGVZ&lid=LSTMOBGZJ3WM5SGTGVZIFZOOJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_106&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGZJ3WM5SGTGVZ.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
132,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/r/b/nord-ce-3-lite-5g-ce2099-oneplus-original-imagzj42cctpjjze.jpeg?q=70,4.4,"₹15,981",https://flipkart.com/oneplus-nord-ce-3-lite-5g-chromatic-gray-128-gb/p/itm2cd5a4e659035?pid=MOBGZJ42KHUZZKMN&lid=LSTMOBGZJ42KHUZZKMN21ETCR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_107&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGZJ42KHUZZKMN.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
133,"REDMI 13C (Starshine Green, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/6/r/-original-imahfk4xenbzxwrh.jpeg?q=70,4.2,"₹8,499",https://flipkart.com/redmi-13c-starshine-green-128-gb/p/itme7ab29fdab2f8?pid=MOBGW4HKWHMZ2XMD&lid=LSTMOBGW4HKWHMZ2XMDN8MXFX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_108&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGW4HKWHMZ2XMD.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
134,"realme P1 5G (Peacock Green, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/b/n/-original-imahyuhfzvybhaat.jpeg?q=70,4.4,"₹14,999",https://flipkart.com/realme-p1-5g-peacock-green-128-gb/p/itmae4447062b5b5?pid=MOBGYQ6BEHHQ9H7X&lid=LSTMOBGYQ6BEHHQ9H7XUGYV7T&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_109&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGYQ6BEHHQ9H7X.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
135,"realme P1 5G (Phoenix Red, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/0/-original-imahyuhfg2z4fvyh.jpeg?q=70,4.4,"₹14,999",https://flipkart.com/realme-p1-5g-phoenix-red-128-gb/p/itmae4447062b5b5?pid=MOBGYQ6BXSENZRV3&lid=LSTMOBGYQ6BXSENZRV35OQT6P&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_110&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGYQ6BXSENZRV3.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
136,"Infinix GT 20 Pro (Mecha Orange, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/n/a/-original-imahf38d9qynp6ef.jpeg?q=70,4.3,"₹22,999",https://flipkart.com/infinix-gt-20-pro-mecha-orange-256-gb/p/itm65a37452b3cc8?pid=MOBHYP4XFXNZRKTD&lid=LSTMOBHYP4XFXNZRKTDZRMTOW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_111&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBHYP4XFXNZRKTD.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
137,"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/m/y/edge-50-pb2w0002in-motorola-original-imah3ancahezgjzh.jpeg?q=70,4.3,"₹26,999",https://flipkart.com/motorola-edge-50-peach-fuzz-256-gb/p/itmbb9d98d3f286b?pid=MOBH2Q5YS97TYGFJ&lid=LSTMOBH2Q5YS97TYGFJQS8C5F&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_112&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBH2Q5YS97TYGFJ.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
138,"POCO X6 Neo 5G (Martian Orange, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/p/k/-original-imah4mdfkdcu2zkh.jpeg?q=70,4.2,"₹13,499",https://flipkart.com/poco-x6-neo-5g-martian-orange-128-gb/p/itmb53368ff4b262?pid=MOBGYQ6BFZJ9RHDD&lid=LSTMOBGYQ6BFZJ9RHDDZW8XID&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_113&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGYQ6BFZJ9RHDD.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
139,LAVA A1 Josh BOL Keypad Mobile|1000 mAh Battery|Expandable Storage 32GB,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/v/v/a1-josh-with-bol-lf1008-lava-original-imagpwj4zddugzzw.jpeg?q=70,4,₹970,https://flipkart.com/lava-a1-josh-bol-keypad-mobile-1000-mah-battery-expandable-storage-32gb/p/itm435dfc68caaa0?pid=MOBGPWJ4RUNKMTQJ&lid=LSTMOBGPWJ4RUNKMTQJ6E44WD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_114&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGPWJ4RUNKMTQJ.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
140,"Motorola Edge 50 Neo (PANTONE Nautical Blue, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/q/s/edge-50-neo-pb330006in-motorola-original-imah4pxa4szzfgsv.jpeg?q=70,4.4,"₹23,999",https://flipkart.com/motorola-edge-50-neo-pantone-nautical-blue-256-gb/p/itm94d3bb79258e9?pid=MOBHFHDRDDW9MKVG&lid=LSTMOBHFHDRDDW9MKVGZPCGUE&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_115&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBHFHDRDDW9MKVG.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
141,"CMF by Nothing Phone 1 (Light Green, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/2/-original-imah3ajbyffs6hee.jpeg?q=70,4.4,"₹16,999",https://flipkart.com/cmf-nothing-phone-1-light-green-128-gb/p/itmeef68c7ce70bf?pid=MOBHYBQTDKBZPVFV&lid=LSTMOBHYBQTDKBZPVFVESXYVM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_116&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBHYBQTDKBZPVFV.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
142,"CMF by Nothing Phone 1 (Orange, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/e/i/-original-imah3ajbzmxyjswb.jpeg?q=70,4.4,"₹14,999",https://flipkart.com/cmf-nothing-phone-1-orange-128-gb/p/itmeef68c7ce70bf?pid=MOBHYBQTUW78PCR2&lid=LSTMOBHYBQTUW78PCR2ACTHXQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_117&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBHYBQTUW78PCR2.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
143,"CMF by Nothing Phone 1 (Blue, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/u/9/-original-imah3ajcxshpd2t2.jpeg?q=70,4.4,"₹14,999",https://flipkart.com/cmf-nothing-phone-1-blue-128-gb/p/itmeef68c7ce70bf?pid=MOBHYBQTMNNEFQMC&lid=LSTMOBHYBQTMNNEFQMCGO0C1P&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_118&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBHYBQTMNNEFQMC.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
144,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/z/nord-ce-3-lite-5g-ce2099-oneplus-original-imagzj3wqxzgquah.jpeg?q=70,4.4,"₹20,500",https://flipkart.com/oneplus-nord-ce-3-lite-5g-pastel-lime-256-gb/p/itm2cd5a4e659035?pid=MOBGZJ3ZFQ8AKKRS&lid=LSTMOBGZJ3ZFQ8AKKRSAT1VXI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_119&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGZJ3ZFQ8AKKRS.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
145,"REDMI Note 13 Pro 5G (Arctic White, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/8/i/-original-imagwu89u7fgsq4b.jpeg?q=70,4.3,"₹19,999",https://flipkart.com/redmi-note-13-pro-5g-arctic-white-128-gb/p/itm76e2668ff5b4d?pid=MOBGZF9PGEA6EFME&lid=LSTMOBGZF9PGEA6EFMEPJGPLP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_120&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGZF9PGEA6EFME.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
146,No Title,No Image,No Rating,No Price,https://flipkart.com/redmi-note-13-pro-5g-arctic-white-128-gb/p/itm76e2668ff5b4d?pid=MOBGZF9PGEA6EFME&lid=LSTMOBGZF9PGEA6EFMEPJGPLP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_120&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGZF9PGEA6EFME.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
147,No Title,No Image,No Rating,No Price,https://flipkart.com/redmi-note-13-pro-5g-arctic-white-128-gb/p/itm76e2668ff5b4d?pid=MOBGZF9PGEA6EFME&lid=LSTMOBGZF9PGEA6EFMEPJGPLP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_120&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGZF9PGEA6EFME.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
148,No Title,https://rukminim2.flixcart.com/image/300/300/xif0q/mobile/v/c/2/-original-imahfsy9xyk5fujz.jpeg?q=90,4.2,No Price,https://flipkart.com/redmi-note-13-pro-5g-arctic-white-128-gb/p/itm76e2668ff5b4d?pid=MOBGZF9PGEA6EFME&lid=LSTMOBGZF9PGEA6EFMEPJGPLP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_120&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGZF9PGEA6EFME.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
149,No Title,No Image,No Rating,No Price,https://flipkart.com/redmi-note-13-pro-5g-arctic-white-128-gb/p/itm76e2668ff5b4d?pid=MOBGZF9PGEA6EFME&lid=LSTMOBGZF9PGEA6EFMEPJGPLP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_120&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGZF9PGEA6EFME.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
150,No Title,//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_62673a.png,No Rating,No Price,https://flipkart.com/redmi-note-13-pro-5g-arctic-white-128-gb/p/itm76e2668ff5b4d?pid=MOBGZF9PGEA6EFME&lid=LSTMOBGZF9PGEA6EFMEPJGPLP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_120&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGZF9PGEA6EFME.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
151,No Title,//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/buying-guide-illustration_4dd325.png,No Rating,No Price,https://flipkart.com/redmi-note-13-pro-5g-arctic-white-128-gb/p/itm76e2668ff5b4d?pid=MOBGZF9PGEA6EFME&lid=LSTMOBGZF9PGEA6EFMEPJGPLP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_120&otracker=search&otracker1=search&fm=Search&iid=81ca5b0b-6cde-44c1-8909-3c9856fb0c36.MOBGZF9PGEA6EFME.SEARCH&ppt=sp&ppn=sp&ssid=orw52mqfr40000001730665767388&qH=eb4af0bf07c16429
152,"REDMI 13c 5G (Startrail Silver, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/5/u/e/13c-5g-redmi-13c-5g-redmi-original-imagw6s7qmkhz8ed.jpeg?q=70,4.3,"₹9,298",https://flipkart.com/redmi-13c-5g-startrail-silver-128-gb/p/itm996fbc603ec3c?pid=MOBGW6S73JBHWZQS&lid=LSTMOBGW6S73JBHWZQS0NYFBG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_121&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBGW6S73JBHWZQS.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
153,"REDMI 13 5G (Black Diamond, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/s/y/-original-imah4smtchzwyhgs.jpeg?q=70,4.2,"₹13,999",https://flipkart.com/redmi-13-5g-black-diamond-128-gb/p/itmde242bdffbf34?pid=MOBH45GGMG8SJY2B&lid=LSTMOBH45GGMG8SJY2BAVQYJB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_122&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBH45GGMG8SJY2B.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
154,"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/s/h/130-music-dual-sim-music-player-wireless-fm-radio-and-dedicated-original-imah3q6f4u5wqkug.jpeg?q=70,4.1,"₹1,859",https://flipkart.com/nokia-130-music-dual-sim-player-wireless-fm-radio-dedicated-buttons/p/itm2d76fa931c507?pid=MOBGSFEC2SSXVUNB&lid=LSTMOBGSFEC2SSXVUNBZ2JUSL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_123&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBGSFEC2SSXVUNB.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
155,"MOTOROLA Edge 50 (Jungle Green, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/x/w/edge-50-pb2w0001in-motorola-original-imah3anbhkbjgqtk.jpeg?q=70,4.3,"₹26,999",https://flipkart.com/motorola-edge-50-jungle-green-256-gb/p/itm740d86a7c55d1?pid=MOBH2Q5Y5EVAGS6M&lid=LSTMOBH2Q5Y5EVAGS6M3AMJYD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_124&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBH2Q5Y5EVAGS6M.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
156,"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/b/o/130-music-dual-sim-music-player-wireless-fm-radio-and-dedicated-original-imah4348bdfyqdqf.jpeg?q=70,4.1,"₹1,820",https://flipkart.com/nokia-130-music-dual-sim-player-wireless-fm-radio-dedicated-buttons/p/itm2d76fa931c507?pid=MOBGSFECGGXAPF5B&lid=LSTMOBGSFECGGXAPF5BVK9FAH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_125&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBGSFECGGXAPF5B.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
157,"Motorola Edge 50 Neo (PANTONE Poinciana, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/a/v/edge-50-neo-pb330001in-motorola-original-imah4px9tfww9ngh.jpeg?q=70,4.4,"₹23,999",https://flipkart.com/motorola-edge-50-neo-pantone-poinciana-256-gb/p/itm1b6c43661a1fc?pid=MOBHFHDRZJP6FHPZ&lid=LSTMOBHFHDRZJP6FHPZ0HNLSP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_126&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBHFHDRZJP6FHPZ.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
158,"Motorola Edge 50 Fusion (Forest Blue, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/w/r/edge-50-fusion-pb300000in-motorola-original-imahywzztyktktpp.jpeg?q=70,4.5,"₹21,999",https://flipkart.com/motorola-edge-50-fusion-forest-blue-128-gb/p/itm32aa01db0debf?pid=MOBGXTYZMJK85GFG&lid=LSTMOBGXTYZMJK85GFGHTK438&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_127&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBGXTYZMJK85GFG.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
159,"Motorola Edge 50 Fusion (Hot Pink, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/k/l/edge-50-fusion-pb300001in-motorola-original-imahywzpfd2jh9ep.jpeg?q=70,4.5,"₹21,999",https://flipkart.com/motorola-edge-50-fusion-hot-pink-128-gb/p/itmfee7de3c2e095?pid=MOBGXTYZCQSXJPC2&lid=LSTMOBGXTYZCQSXJPC2WFIGOL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_128&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBGXTYZCQSXJPC2.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
160,"Infinix Smart 8 Plus (Shiny Gold, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/5/0/-original-imagykbkmcc4fgkh.jpeg?q=70,4.3,"₹7,799",https://flipkart.com/infinix-smart-8-plus-shiny-gold-128-gb/p/itmb71da75c376e1?pid=MOBGYA22EXQHSZFN&lid=LSTMOBGYA22EXQHSZFNAVNQDZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_129&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBGYA22EXQHSZFN.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
