,titles,images,ratings,prices,product_urls
161,"Infinix Smart 8 Plus (Timber Black, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/7/a/z/-original-imagykbj2yarenyw.jpeg?q=70,4.3,"₹7,799",https://flipkart.com/infinix-smart-8-plus-timber-black-128-gb/p/itmb71da75c376e1?pid=MOBGYA22HRYX9BHC&lid=LSTMOBGYA22HRYX9BHCRBITVR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_130&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBGYA22HRYX9BHC.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
162,"Infinix Note 40 Pro 5G (Vintage Green, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/p/0/-original-imahfsy3hwrqavwf.jpeg?q=70,4.2,"₹17,999",https://flipkart.com/infinix-note-40-pro-5g-vintage-green-256-gb/p/itma7197f5eb7e85?pid=MOBGZCBWUBBPE6PG&lid=LSTMOBGZCBWUBBPE6PG3WPGPH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_131&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBGZCBWUBBPE6PG.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
163,"REDMI 13 5G (Orchid Pink, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/u/z/13-5g-2406ern9ci-redmi-original-imah4ff4gsfdtkgz.jpeg?q=70,4.2,"₹13,117",https://flipkart.com/redmi-13-5g-orchid-pink-128-gb/p/itmede93b8d7b1a4?pid=MOBH2UPGZGWWWHF7&lid=LSTMOBH2UPGZGWWWHF7PNYQ1D&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_132&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBH2UPGZGWWWHF7.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
164,"Nothing Phone (2a) Plus (Grey, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/b/2/phone-2a-plus-a142p-nothing-original-imah39xqpuzgsgcj.jpeg?q=70,4.4,"₹23,999",https://flipkart.com/nothing-phone-2a-plus-grey-256-gb/p/itm0c99b11bfe22d?pid=MOBH322WYZVQDCY9&lid=LSTMOBH322WYZVQDCY9ELQMOO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_133&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBH322WYZVQDCY9.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
165,"Motorola Edge 50 Fusion (Forest Green, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/l/q/-original-imah4k2srpwzpgpa.jpeg?q=70,4.5,"₹23,999",https://flipkart.com/motorola-edge-50-fusion-forest-green-256-gb/p/itm372843264e10a?pid=MOBHYVFV3RNAGXF6&lid=LSTMOBHYVFV3RNAGXF6A8TQA2&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_134&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBHYVFV3RNAGXF6.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
166,"Infinix GT 20 Pro (Mecha Blue, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/p/x/-original-imahf38d4cwmuqep.jpeg?q=70,4.3,"₹24,999",https://flipkart.com/infinix-gt-20-pro-mecha-blue-256-gb/p/itm65a37452b3cc8?pid=MOBHYP4XSAXZEHDC&lid=LSTMOBHYP4XSAXZEHDC14QY8G&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_135&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBHYP4XSAXZEHDC.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
167,"CMF by Nothing Phone 1 (Orange, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/e/i/-original-imah3ajbzmxyjswb.jpeg?q=70,4.4,"₹16,999",https://flipkart.com/cmf-nothing-phone-1-orange-128-gb/p/itmeef68c7ce70bf?pid=MOBHYBQTZKQKXBAY&lid=LSTMOBHYBQTZKQKXBAYIM6CMX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_136&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBHYBQTZKQKXBAY.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
168,"CMF by Nothing Phone 1 (Black, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/l/d/-original-imah3ajbqw7y7yhg.jpeg?q=70,4.4,"₹16,999",https://flipkart.com/cmf-nothing-phone-1-black-128-gb/p/itmeef68c7ce70bf?pid=MOBHYBQTSE9EKVBT&lid=LSTMOBHYBQTSE9EKVBT5UGTRK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_137&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBHYBQTSE9EKVBT.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
169,"Infinix GT 20 Pro (Mecha Orange, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/n/a/-original-imahf38d9qynp6ef.jpeg?q=70,4.3,"₹24,999",https://flipkart.com/infinix-gt-20-pro-mecha-orange-256-gb/p/itm65a37452b3cc8?pid=MOBHYP4XGQJ349CG&lid=LSTMOBHYP4XGQJ349CGPXATDD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_138&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBHYP4XGQJ349CG.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
170,"CMF by Nothing Phone 1 (Blue, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/u/9/-original-imah3ajcxshpd2t2.jpeg?q=70,4.4,"₹16,999",https://flipkart.com/cmf-nothing-phone-1-blue-128-gb/p/itmeef68c7ce70bf?pid=MOBHYBQT3GBZFYFG&lid=LSTMOBHYBQT3GBZFYFGBOFZRI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_139&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBHYBQT3GBZFYFG.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
171,"POCO C65 (Pastel Green, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/1/p/-original-imagy2v5kfnq97xn.jpeg?q=70,4.3,"₹6,999",https://flipkart.com/poco-c65-pastel-green-128-gb/p/itm534cf85baf789?pid=MOBGXTV9GCTRG3NV&lid=LSTMOBGXTV9GCTRG3NVGJTTCT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_140&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBGXTV9GCTRG3NV.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
172,"CMF by Nothing Phone 1 (Black, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/l/d/-original-imah3ajbqw7y7yhg.jpeg?q=70,4.4,"₹14,999",https://flipkart.com/cmf-nothing-phone-1-black-128-gb/p/itmeef68c7ce70bf?pid=MOBHYBQTGGEGGA2B&lid=LSTMOBHYBQTGGEGGA2BCRTZZY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_141&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBHYBQTGGEGGA2B.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
173,"CMF by Nothing Phone 1 (Light Green, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/2/-original-imah3ajbyffs6hee.jpeg?q=70,4.4,"₹14,999",https://flipkart.com/cmf-nothing-phone-1-light-green-128-gb/p/itmeef68c7ce70bf?pid=MOBHYBQT9FXMYZR5&lid=LSTMOBHYBQT9FXMYZR5NL0KRX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_142&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBHYBQT9FXMYZR5.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
174,"Infinix GT 20 Pro (Mecha Silver, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/q/0/gt-20-pro-x6871-infinix-original-imahf2dfvbtavfur.jpeg?q=70,4.3,"₹22,999",https://flipkart.com/infinix-gt-20-pro-mecha-silver-256-gb/p/itm65a37452b3cc8?pid=MOBHYP4X7S8475YN&lid=LSTMOBHYP4X7S8475YNE27ESO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_143&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBHYP4X7S8475YN.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
175,"Infinix GT 20 Pro (Mecha Silver, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/q/0/gt-20-pro-x6871-infinix-original-imahf2dfvbtavfur.jpeg?q=70,4.3,"₹24,999",https://flipkart.com/infinix-gt-20-pro-mecha-silver-256-gb/p/itm65a37452b3cc8?pid=MOBHYP4XZRQYGETG&lid=LSTMOBHYP4XZRQYGETG5O5PPV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_144&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBHYP4XZRQYGETG.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
176,No Title,No Image,No Rating,No Price,https://flipkart.com/infinix-gt-20-pro-mecha-silver-256-gb/p/itm65a37452b3cc8?pid=MOBHYP4XZRQYGETG&lid=LSTMOBHYP4XZRQYGETG5O5PPV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_144&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBHYP4XZRQYGETG.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
177,No Title,No Image,No Rating,No Price,https://flipkart.com/infinix-gt-20-pro-mecha-silver-256-gb/p/itm65a37452b3cc8?pid=MOBHYP4XZRQYGETG&lid=LSTMOBHYP4XZRQYGETG5O5PPV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_144&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBHYP4XZRQYGETG.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
178,No Title,https://rukminim2.flixcart.com/image/300/300/xif0q/mobile/n/u/z/13-5g-2406ern9ci-redmi-original-imah4ff4gsfdtkgz.jpeg?q=90,4.2,No Price,https://flipkart.com/infinix-gt-20-pro-mecha-silver-256-gb/p/itm65a37452b3cc8?pid=MOBHYP4XZRQYGETG&lid=LSTMOBHYP4XZRQYGETG5O5PPV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_144&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBHYP4XZRQYGETG.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
179,No Title,No Image,No Rating,No Price,https://flipkart.com/infinix-gt-20-pro-mecha-silver-256-gb/p/itm65a37452b3cc8?pid=MOBHYP4XZRQYGETG&lid=LSTMOBHYP4XZRQYGETG5O5PPV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_144&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBHYP4XZRQYGETG.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
180,No Title,//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_62673a.png,No Rating,No Price,https://flipkart.com/infinix-gt-20-pro-mecha-silver-256-gb/p/itm65a37452b3cc8?pid=MOBHYP4XZRQYGETG&lid=LSTMOBHYP4XZRQYGETG5O5PPV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_144&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBHYP4XZRQYGETG.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
181,No Title,//static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/buying-guide-illustration_4dd325.png,No Rating,No Price,https://flipkart.com/infinix-gt-20-pro-mecha-silver-256-gb/p/itm65a37452b3cc8?pid=MOBHYP4XZRQYGETG&lid=LSTMOBHYP4XZRQYGETG5O5PPV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_6_144&otracker=search&otracker1=search&fm=Search&iid=e3d9007e-9c0c-4232-b3c7-e7a88385a694.MOBHYP4XZRQYGETG.SEARCH&ppt=sp&ppn=sp&ssid=yfyt9hkyps0000001730665772044&qH=eb4af0bf07c16429
182,"SAMSUNG Galaxy A14 5G (Black, 64 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/2/o/-original-imah4sss2hjckcdk.jpeg?q=70,4.2,"₹8,999",https://flipkart.com/samsung-galaxy-a14-5g-black-64-gb/p/itm0e4da1965797b?pid=MOBGHT8UA2H4AAPM&lid=LSTMOBGHT8UA2H4AAPMMXBTVD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_145&otracker=search&otracker1=search&fm=Search&iid=34cf0650-5ffd-4569-b0a9-de961e3f8cf4.MOBGHT8UA2H4AAPM.SEARCH&ppt=sp&ppn=sp&ssid=yqxgn3wci80000001730665776637&qH=eb4af0bf07c16429
183,"Infinix GT 20 Pro (Mecha Blue, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/p/x/-original-imahf38d4cwmuqep.jpeg?q=70,4.3,"₹22,999",https://flipkart.com/infinix-gt-20-pro-mecha-blue-256-gb/p/itm65a37452b3cc8?pid=MOBHYP4XKUET74VN&lid=LSTMOBHYP4XKUET74VNKPZHZ3&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_146&otracker=search&otracker1=search&fm=Search&iid=34cf0650-5ffd-4569-b0a9-de961e3f8cf4.MOBHYP4XKUET74VN.SEARCH&ppt=sp&ppn=sp&ssid=yqxgn3wci80000001730665776637&qH=eb4af0bf07c16429
184,"Motorola G85 5G (Cobalt Blue, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/p/l/-original-imah2fjcxjdjykpc.jpeg?q=70,4.5,"₹16,999",https://flipkart.com/motorola-g85-5g-cobalt-blue-128-gb/p/itm3c5fb4da1bfe6?pid=MOBHY9PQ7FGZKVDK&lid=LSTMOBHY9PQ7FGZKVDK4B1TIW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_147&otracker=search&otracker1=search&fm=Search&iid=34cf0650-5ffd-4569-b0a9-de961e3f8cf4.MOBHY9PQ7FGZKVDK.SEARCH&ppt=sp&ppn=sp&ssid=yqxgn3wci80000001730665776637&qH=eb4af0bf07c16429
185,"SAMSUNG Galaxy A14 5G (Light Green, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/e/g/-original-imah4sssfvvahchb.jpeg?q=70,4.2,"₹9,999",https://flipkart.com/samsung-galaxy-a14-5g-light-green-128-gb/p/itm7de47c87b5192?pid=MOBGX2Q7GTRGSGU9&lid=LSTMOBGX2Q7GTRGSGU9PYQBS1&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_148&otracker=search&otracker1=search&fm=Search&iid=34cf0650-5ffd-4569-b0a9-de961e3f8cf4.MOBGX2Q7GTRGSGU9.SEARCH&ppt=sp&ppn=sp&ssid=yqxgn3wci80000001730665776637&qH=eb4af0bf07c16429
186,"Infinix HOT 40i (Horizon Gold, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/y/o/hot-40i-x6528-infinix-original-imagxquujpnngqgz.jpeg?q=70,4.1,"₹8,999",https://flipkart.com/infinix-hot-40i-horizon-gold-256-gb/p/itma7412e2a212c6?pid=MOBGXZGHKMQ5TSBT&lid=LSTMOBGXZGHKMQ5TSBTCNZ27C&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_149&otracker=search&otracker1=search&fm=Search&iid=34cf0650-5ffd-4569-b0a9-de961e3f8cf4.MOBGXZGHKMQ5TSBT.SEARCH&ppt=sp&ppn=sp&ssid=yqxgn3wci80000001730665776637&qH=eb4af0bf07c16429
187,"vivo T3 Pro 5G (Sandstone Orange, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/s/h/-original-imah44jedp88tjqn.jpeg?q=70,4.5,"₹26,999",https://flipkart.com/vivo-t3-pro-5g-sandstone-orange-256-gb/p/itmcf52c1fcffbf3?pid=MOBH3XHR46RHEMVH&lid=LSTMOBH3XHR46RHEMVHQKBFEZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_150&otracker=search&otracker1=search&fm=Search&iid=34cf0650-5ffd-4569-b0a9-de961e3f8cf4.MOBH3XHR46RHEMVH.SEARCH&ppt=sp&ppn=sp&ssid=yqxgn3wci80000001730665776637&qH=eb4af0bf07c16429
188,"Motorola G85 5G (Urban Grey, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/q/f/-original-imah2fjd75hkcynr.jpeg?q=70,4.4,"₹18,999",https://flipkart.com/motorola-g85-5g-urban-grey-256-gb/p/itm809e5a112dbf6?pid=MOBHY9PQZDUEQTFG&lid=LSTMOBHY9PQZDUEQTFG26VHVK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_151&otracker=search&otracker1=search&fm=Search&iid=34cf0650-5ffd-4569-b0a9-de961e3f8cf4.MOBHY9PQZDUEQTFG.SEARCH&ppt=sp&ppn=sp&ssid=yqxgn3wci80000001730665776637&qH=eb4af0bf07c16429
189,"REDMI Note 13 Pro 5G (Arctic White, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/8/i/-original-imagwu89u7fgsq4b.jpeg?q=70,4.3,"₹24,495",https://flipkart.com/redmi-note-13-pro-5g-arctic-white-256-gb/p/itm694b58ec7aacb?pid=MOBGZF9P8FJFEPWN&lid=LSTMOBGZF9P8FJFEPWNSNKFWL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_152&otracker=search&otracker1=search&fm=Search&iid=34cf0650-5ffd-4569-b0a9-de961e3f8cf4.MOBGZF9P8FJFEPWN.SEARCH&ppt=sp&ppn=sp&ssid=yqxgn3wci80000001730665776637&qH=eb4af0bf07c16429
190,"SAMSUNG Galaxy S23 5G (Cream, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/8/i/-original-imah4zp7fgtezhsz.jpeg?q=70,4.6,"₹39,999",https://flipkart.com/samsung-galaxy-s23-5g-cream-128-gb/p/itmc77ff94cdf044?pid=MOBGMFFX5XYE8MZN&lid=LSTMOBGMFFX5XYE8MZNRGKCA5&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_153&otracker=search&otracker1=search&fm=Search&iid=34cf0650-5ffd-4569-b0a9-de961e3f8cf4.MOBGMFFX5XYE8MZN.SEARCH&ppt=sp&ppn=sp&ssid=yqxgn3wci80000001730665776637&qH=eb4af0bf07c16429
191,"vivo T3 Pro 5G (Emerald Green, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/4/7/-original-imah44yrqjkpckgv.jpeg?q=70,4.5,"₹24,999",https://flipkart.com/vivo-t3-pro-5g-emerald-green-128-gb/p/itmcf52c1fcffbf3?pid=MOBH3XHRHBUB7Y7U&lid=LSTMOBH3XHRHBUB7Y7U1LMK2U&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_154&otracker=search&otracker1=search&fm=Search&iid=34cf0650-5ffd-4569-b0a9-de961e3f8cf4.MOBH3XHRHBUB7Y7U.SEARCH&ppt=sp&ppn=sp&ssid=yqxgn3wci80000001730665776637&qH=eb4af0bf07c16429
192,"POCO M6 5G (Polaris Green, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/x/x/-original-imah4gzvgzrkwhtg.jpeg?q=70,4.3,"₹9,999",https://flipkart.com/poco-m6-5g-polaris-green-128-gb/p/itme030edda18194?pid=MOBGXTV9ZDZUQBHR&lid=LSTMOBGXTV9ZDZUQBHRZRCSRG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_155&otracker=search&otracker1=search&fm=Search&iid=34cf0650-5ffd-4569-b0a9-de961e3f8cf4.MOBGXTV9ZDZUQBHR.SEARCH&ppt=sp&ppn=sp&ssid=yqxgn3wci80000001730665776637&qH=eb4af0bf07c16429
193,"realme P1 Pro 5G (Phoenix Red, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/r/p/-original-imahyzygqydqtyvj.jpeg?q=70,4.4,"₹19,999",https://flipkart.com/realme-p1-pro-5g-phoenix-red-128-gb/p/itmc859edf8053dc?pid=MOBGZ8R6Y4FFFHQX&lid=LSTMOBGZ8R6Y4FFFHQXICJTSO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_156&otracker=search&otracker1=search&fm=Search&iid=34cf0650-5ffd-4569-b0a9-de961e3f8cf4.MOBGZ8R6Y4FFFHQX.SEARCH&ppt=sp&ppn=sp&ssid=yqxgn3wci80000001730665776637&qH=eb4af0bf07c16429
194,"realme P1 Pro 5G (Parrot Blue, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/y/b/-original-imahyzygycuyg3mq.jpeg?q=70,4.4,"₹19,999",https://flipkart.com/realme-p1-pro-5g-parrot-blue-128-gb/p/itmc859edf8053dc?pid=MOBGZ8R6ZNVGYU3W&lid=LSTMOBGZ8R6ZNVGYU3W00IT8I&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_157&otracker=search&otracker1=search&fm=Search&iid=34cf0650-5ffd-4569-b0a9-de961e3f8cf4.MOBGZ8R6ZNVGYU3W.SEARCH&ppt=sp&ppn=sp&ssid=yqxgn3wci80000001730665776637&qH=eb4af0bf07c16429
195,"Infinix Note 40X 5G (Starlit Black, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/v/3/-original-imah3fbcx9y9pyqq.jpeg?q=70,4.2,"₹13,999",https://flipkart.com/infinix-note-40x-5g-starlit-black-256-gb/p/itm9c39960257804?pid=MOBH34XGVMTD5BQW&lid=LSTMOBH34XGVMTD5BQWMA0ZIM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_158&otracker=search&otracker1=search&fm=Search&iid=34cf0650-5ffd-4569-b0a9-de961e3f8cf4.MOBH34XGVMTD5BQW.SEARCH&ppt=sp&ppn=sp&ssid=yqxgn3wci80000001730665776637&qH=eb4af0bf07c16429
196,"vivo T3 Pro 5G (Emerald Green, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/4/7/-original-imah44yrqjkpckgv.jpeg?q=70,4.5,"₹26,999",https://flipkart.com/vivo-t3-pro-5g-emerald-green-256-gb/p/itmcf52c1fcffbf3?pid=MOBH3XHRUQMKBEZX&lid=LSTMOBH3XHRUQMKBEZXUBLAII&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_159&otracker=search&otracker1=search&fm=Search&iid=34cf0650-5ffd-4569-b0a9-de961e3f8cf4.MOBH3XHRUQMKBEZX.SEARCH&ppt=sp&ppn=sp&ssid=yqxgn3wci80000001730665776637&qH=eb4af0bf07c16429
197,"realme C61 (Safari Green, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/e/d/c61-rmx3933-realme-original-imah28xeqdygzshc.jpeg?q=70,4.4,"₹8,999",https://flipkart.com/realme-c61-safari-green-128-gb/p/itmd6ddbcefce040?pid=MOBHFRKRAVXUKDGX&lid=LSTMOBHFRKRAVXUKDGX3LF6Z6&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_160&otracker=search&otracker1=search&fm=Search&iid=34cf0650-5ffd-4569-b0a9-de961e3f8cf4.MOBHFRKRAVXUKDGX.SEARCH&ppt=sp&ppn=sp&ssid=yqxgn3wci80000001730665776637&qH=eb4af0bf07c16429
198,"REDMI Note 13 5G (Prism Gold, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/p/q/-original-imagzrfwgxntnmaz.jpeg?q=70,4.1,"₹18,779",https://flipkart.com/redmi-note-13-5g-prism-gold-256-gb/p/itm82475e073eb2e?pid=MOBGXFFKKX8HWPHZ&lid=LSTMOBGXFFKKX8HWPHZKAN7XU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_161&otracker=search&otracker1=search&fm=Search&iid=34cf0650-5ffd-4569-b0a9-de961e3f8cf4.MOBGXFFKKX8HWPHZ.SEARCH&ppt=sp&ppn=sp&ssid=yqxgn3wci80000001730665776637&qH=eb4af0bf07c16429
199,"vivo T3 Pro 5G (Sandstone Orange, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/s/h/-original-imah44jedp88tjqn.jpeg?q=70,4.5,"₹24,999",https://flipkart.com/vivo-t3-pro-5g-sandstone-orange-128-gb/p/itmcf52c1fcffbf3?pid=MOBH3XHRQD5Q3VRH&lid=LSTMOBH3XHRQD5Q3VRHXVLXBF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_162&otracker=search&otracker1=search&fm=Search&iid=34cf0650-5ffd-4569-b0a9-de961e3f8cf4.MOBH3XHRQD5Q3VRH.SEARCH&ppt=sp&ppn=sp&ssid=yqxgn3wci80000001730665776637&qH=eb4af0bf07c16429
